買う,かう,"- to buy; to purchase
- to value; to have a high opinion
- to stir; to provoke; to draw upon oneself"
し,し,"- and; besides; moreover; what's more; not only ... but also
- because; since
- the thing is; for one thing"
双,そう,- pair
でも,でも,"- but; however; though; nevertheless; still; yet; even so; also; as well
- even
- however; no matter how; even if; even though
- ... or something
- either ... or ...; neither ... nor ...
- pseudo-; quack; in-name-only
- for lack of anything better to do"
どれ,どれ,"- which (of three or more)
- well; now; c'mon"
さえも,さえも,- even
なんて,なんて,- things like; something like; someone like; such a thing as; (the fact) that; to think that
んだ,んだ,- the expectation is that ...; the reason is that ...; the fact is that ...; the explanation is that ...; it is that ...
軽蔑,けいべつ,- scorn; disdain; contempt
すら,すら,- even
だって,だって,"- after all; because
- but
- even
- too; as well; also
- they say; I hear; you mean"
娘,むすめ,"- daughter
- girl (i.e. a young, unmarried woman)"
誓う,ちかう,- to swear; to vow; to take an oath; to pledge
来る,くる,"- to come (spatially or temporally); to approach; to arrive
- to come back; to do ... and come back
- to come to be; to become; to get; to grow; to continue
- to come from; to be caused by; to derive from
- to come to (i.e. ""when it comes to spinach ..."")"
小さい頃,ちいさいころ,- as a child; when one was a child
二人,ふたり,- two persons; two people; pair; couple
疲れる,つかれる,"- to get tired; to tire; to get fatigued; to become exhausted; to grow weary
- to become worn out (of a well-used object)
- to starve"
連れてくる,つれてくる,- to bring someone along
よ,よ,"- hey; you
- hey
- hey; hold on
- yo; hey"
わあ,わあ,"- wow!; oh!; eek!; gee!
- yeah!; alright!; hurray!
- waah!; boohoo!"
今日,きょう,"- today; this day
- these days; recently; nowadays"
悪口,わるぐち,- slander; bad-mouthing; abuse; insult; speaking ill (of)
平凡,へいぼん,- ordinary; common; commonplace; mediocre; unremarkable; undistinguished; uneventful
嘘,うそ,"- lie; fib; falsehood; untruth
- mistake; error
- unwise move; bad decision
- no way!; unbelievable!; really?!"
